"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AHD5MAMH","bookSection","1992","Davies, Gwendolyn","'In the Garden of Christ': Methodist Literary Women in Nineteenth-Century Maritime Canada","The Contribution of Methodism to Atlantic Canada","","","","","Methodist, Women, Literature","1992","2022-01-19 18:33:43","2022-01-19 18:33:43","","205-217","","","","","","","","","","","McGill-Queen's U. P.","Montreal, QC","","","","UNBF","","","","","","","","","","Scobie, Charles H.; Grant, John W.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YIVLJ456","book","1959","Colquette, R. D.","One Hundred Years at St. Mark's United Church of Canada: Formerly Fairville Methodist Church : 1859-1959","","","","","","Lancaster, United Church, Methodist, church history","1959","2022-01-19 18:33:43","2022-01-19 18:33:43","","","80","","","","","One Hundred Years at St. Mark's United Church of Canada","","","","","Official Board of the Church","","English","","","Legislative Library, Fredericton","","","","Google-Books-ID: EmUaNAEACAAJ","","","https://books.google.ca/books?id=EmUaNAEACAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WD96WT9Y","book","1856","Cooney, Robert","The Autobiography of a Wesleyan Methodist Missionary (formerly a Roman Catholic) Containing an Account of His Conversion from Romanism and His Reception into the Wesleyan Ministry; Also, Reminiscences of Nearly Twenty- Five Years' Itinerancy in the North American Provinces, &c.","","","","","https://catalog.hathitrust.org/Record/100265341","Wesleyan Methodist, Catholic, Autobiography","1856","2022-01-19 18:33:43","2022-01-19 18:33:43","","","407","","","","","","","","","","E. Pickup","Montreal","English","","","UNBF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N6Z84K5M","book","1872","Currie, Duncan D.","A Catechism of Baptism","","","","","https://archive.org/details/cihm_01145","Methodist, Baptism","1872","2022-01-19 18:33:43","2022-01-19 18:33:43","","","131","","","","","","","","","","S. W. Green","New York, NY","English","","","UCA","","","","","","/home/cvillami/Zotero/storage/FIZWRDD3/A-Catechism-of-Baptism-Currie-Rev-Duncan-D.html","","","","","","","","","","","","","","","","","","","","","","","Enlarged edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9A69AJI","book","1878","Currie, Duncan D.","A Sermon Preached in the Methodist Church Fredericton on the Twenty=-Fifth Anniversary of the Opening of the Church, Sunday Evening, December 23, 1877","","","","","","Methodist, Sermons","1878","2022-01-19 18:33:43","2022-01-19 18:33:43","","","20","","","","","","","","","","""Reporter"" Office, Queen Street","Fredericton, NB","","","","KL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCAS36ZF","book","1993","Bryant, Hubert","History of the Lower Brighton Wesleyan Church, 1893-1993","","","","","","Wesleyan, Church history, Carleton County","1993","2022-01-19 18:33:43","2022-01-19 18:33:43","","","30","","","","","","","","","","N.p.","","","","","PANB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59U9RWHR","book","1909","Benn, J. W.","A Historical and Biographical Sketch of Methodism in Richmond","","","","","","Carelton County, Methodism","1909","2022-01-19 18:33:43","2022-01-19 18:33:43","","","14","","","","","","","","","","N.p.","","","","","PANB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KWTKK9CH","book","1996","Walsh, Craig; Wesley United Church","A St. Andrews look at Methodism to 1925: the 95 years before Wesley United","","","","","","Methodist (St. Andrews, N.B.)","1996","2022-01-19 18:33:43","2022-01-19 18:33:43","","","64","","","","","","","","","","Wesley United Church","St. Andrews, NB","","","","PANB, UNBF, Legislative Library, Fredericton","","","","","Includes index","","","","New Brunswick; Methodist Church; Charlotte County Saint Andrews; Methodist Church History","","","","Wesley United Church","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6WWPT4M","journalArticle","1824","Wesleyan Methodist Church in Canada. Missionary Society. New Brunswick Auxiliary","Annual Report of the Wesleyan Methodist Missionary Auxiliary Society for the New-Brunswick District","","","","","","Methodist, Women, Missions","1824","2022-01-19 18:33:43","2022-01-19 18:33:43","","","","","","","","","","","","","","","English","","","Acadia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CG48GQV3","book","1976","Betts, E. Arthur; United Church of Canada","Bishop Black and His Preachers","","","","","","Methodist, Clergy","1976","2022-01-19 18:33:43","2022-01-19 18:33:43","","","166","","","","","","","","","","Maritime Conference Archives","Halifax, NS","English","","","Legislative Library, Fredericton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2nd enl. ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJQHMPUK","book","1974","Betts, E. Arthur; United Church of Canada","Bishop Black and His Preachers: The Story of Maritime Methodism to 1825","","","","","","Methodist, Clergy","1974","2022-01-19 18:33:43","2022-01-19 18:33:43","","","80","","","","","Bishop Black and His Preachers","","","","","Maritime Conference Archives, Pine Hill Divinity Hall","Halifax, NS","English","","","Legislative Library, Fredericton, UNBF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WI9ZXYNM","book","1885","Black, Cyrus","Historical Record of the Posterity of William Black, Who Settled in This Country in the Year Seventeen Hundred and Seventy-Five: Also a Sketch of 23 English Families, and Some Early Settlers from New England, Who Settled at the Head of the Bay of Fundy About the Same Time","","","","","","Methodist, Clergy","1885","2022-01-19 18:33:43","2022-01-19 18:33:43","","","209","","","","","Historical Record of the Posterity of William Black, Who Settled in This Country in the Year Seventeen Hundred and Seventy-Five","","","","","Amherst Gazette Steam Printing House","Amherst, NS","English","","","UNBF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRJACW7W","journalArticle","1968","Bliss, J. M.","The Methodist Church and World War I","The Canadian Historical Review","","0008-3755","","https://muse-jhu-edu.proxy.hil.unb.ca/article/569266/pdf","Methodist, World War 1939-1945","1968","2022-01-19 18:33:43","2022-01-19 18:33:43","","213-233","","3","49","","","","","","","","","","","","","UNBF","","","","","","/home/cvillami/Zotero/storage/N67WFD2H/search.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GMULP35","book","1849","Bradley, Mary","Narrative of the Life and Christian Experience of Mrs. Mary Bradley of Saint John, New Brunswick","","","","","https://archive.org/details/cihm_43009/page/n7","Wesleyan, Women","1849","2022-01-19 18:33:43","2022-01-19 18:33:43","","","375","","","","","","","","","","Strong & Brodhead","Boston","en","","","Acadia, UNBF","","","","CIHM Number: 43009","","","","","Bradley, Mary,b. 1771.; Bradley, Mary,née 1771.; Chrétiens -- Récits personnels.; Christians -- Personal narratives.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7AJVYMUG","book","1817","Wesleyan Methodist Church of Eastern British America","A Report of the Formation of a Methodist Missionary Society for the Nova-Scotia District: At a Public Meeting Held at the Methodist Chapel, Halifax, on the Third of June 1817, with the New Resolutions Which Were Proposed and Carried: Together with a Short Address to the Inhabitants of Nova-Scotia, New-Brunswick, and Prince-Edward Island","","","","","https://catalog.hathitrust.org/Record/100288464","Wesleyan Methodist, Missions","1817","2022-01-19 18:33:43","2022-01-19 18:33:43","","","22","","","","","","","","","","Edmund Ward","Halifax, NS","","","","Dalhousie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
